award_year,category,motivation,Name,links
1944,Physiology or Medicine,for their discoveries relating to the highly differentiated functions of single nerve fibres,Herbert Spencer Gasser,https://www.nobelprize.org/images/gasser-13031-portrait-mini-2x.jpg
1944,Physiology or Medicine,for their discoveries relating to the highly differentiated functions of single nerve fibres,Joseph Erlanger,https://www.nobelprize.org/images/erlanger-13030-portrait-mini-2x.jpg
1943,Chemistry,for his work on the use of isotopes as tracers in the study of chemical processes,George de Hevesy,https://www.nobelprize.org/images/hevesy-13024-portrait-mini-2x.jpg
1943,Physics,for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton,Otto Stern,https://www.nobelprize.org/images/stern-13027-portrait-mini-2x.jpg
1943,Physiology or Medicine,for his discovery of the chemical nature of vitamin K,Edward Adelbert Doisy,https://www.nobelprize.org/images/doisy-13026-portrait-mini-2x.jpg
1943,Physiology or Medicine,for his discovery of vitamin K,Henrik Carl Peter Dam,https://www.nobelprize.org/images/dam-13025-portrait-mini-2x.jpg
1939,Chemistry,for his work on sex hormones,Adolf Friedrich Johann Butenandt,https://www.nobelprize.org/images/butenandt-13019-portrait-mini-2x.jpg
1939,Chemistry,for his work on polymethylenes and higher terpenes,Leopold Ruzicka,https://www.nobelprize.org/images/ruzicka-13020-portrait-mini-2x.jpg
1939,Literature,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,Frans Eemil Sillanpää,https://www.nobelprize.org/images/sillanpaa-13021-portrait-mini-2x.jpg
1939,Physics,"for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements",Ernest Orlando Lawrence,https://www.nobelprize.org/images/lawrence-13023-portrait-mini-2x.jpg
1939,Physiology or Medicine,for the discovery of the antibacterial effects of prontosil,Gerhard Domagk,Gerhard Domagk
1938,Chemistry,for his work on carotenoids and vitamins,Richard Kuhn,https://www.nobelprize.org/images/kuhn-13014-portrait-mini-2x.jpg
1938,Literature,for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces,Pearl Buck,https://www.nobelprize.org/images/buck-13015-portrait-mini-2x.jpg
1938,Peace,for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe,Office international Nansen pour les Réfugiés (Nansen International Office for Refugees),https://www.nobelprize.org/images/nansen-13860-portrait-mini-2x.jpg
1938,Physics,"for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons",Enrico Fermi,https://www.nobelprize.org/images/fermi-13018-portrait-mini-2x.jpg
1938,Physiology or Medicine,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration,Corneille Jean François Heymans,https://www.nobelprize.org/images/heymans-13016-portrait-mini-2x.jpg
1937,Chemistry,for his investigations on carbohydrates and vitamin C,Walter Norman Haworth,https://www.nobelprize.org/images/haworth-13007-portrait-mini-2x.jpg
1937,Chemistry,"for his investigations on carotenoids, flavins and vitamins A and B2",Paul Karrer,https://www.nobelprize.org/images/karrer-13008-portrait-mini-2x.jpg
1937,Literature,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,Roger Martin du Gard,https://www.nobelprize.org/images/gard-13009-portrait-mini-2x.jpg
1937,Peace,"for his tireless effort in support of the League of Nations, disarmament and peace","Edgar Algernon Robert Gascoyne-Cecil, 1st Viscount Cecil of Chelwood",https://www.nobelprize.org/images/chelwood-13011-portrait-mini-2x.jpg
1937,Physics,for their experimental discovery of the diffraction of electrons by crystals,Clinton Joseph Davisson,https://www.nobelprize.org/images/davisson-13012-portrait-mini-2x.jpg
1937,Physics,for their experimental discovery of the diffraction of electrons by crystals,George Paget Thomson,https://www.nobelprize.org/images/thomson-13013-portrait-mini-2x.jpg
1937,Physiology or Medicine,"for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid",Albert von Szent-Györgyi Nagyrápolt,https://www.nobelprize.org/images/szent-gyorgyi-13010-portrait-mini-2x.jpg
1936,Chemistry,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Petrus (Peter) Josephus Wilhelmus Debye,https://www.nobelprize.org/images/debye-13000-portrait-mini-2x.jpg
1936,Literature,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy",Eugene Gladstone O'Neill,https://www.nobelprize.org/images/oneill-13001-portrait-mini-2x.jpg
1936,Peace,"for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935",Carlos Saavedra Lamas,https://www.nobelprize.org/images/lamas-13004-portrait-mini-2x.jpg
1936,Physics,for his discovery of the positron,Carl David Anderson,https://www.nobelprize.org/images/anderson-13005-portrait-mini-2x.jpg
1936,Physics,for his discovery of cosmic radiation,Victor Franz Hess,https://www.nobelprize.org/images/hess-13006-portrait-mini-2x.jpg
1936,Physiology or Medicine,for their discoveries relating to chemical transmission of nerve impulses,Otto Loewi,https://www.nobelprize.org/images/loewi-13003-portrait-mini-2x.jpg
1936,Physiology or Medicine,for their discoveries relating to chemical transmission of nerve impulses,Sir Henry Hallett Dale,https://www.nobelprize.org/images/dale-13002-portrait-mini-2x.jpg
1935,Chemistry,in recognition of their synthesis of new radioactive elements,Frédéric Joliot,https://www.nobelprize.org/images/joliot-fred-12996-portrait-mini-2x.jpg
1935,Chemistry,in recognition of their synthesis of new radioactive elements,Irène Joliot-Curie,https://www.nobelprize.org/images/joliot-curie-12995-portrait-mini-2x.jpg
1935,Peace,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace,Carl von Ossietzky,https://www.nobelprize.org/images/ossietzky-12998-portrait-mini-2x.jpg
1935,Physics,for the discovery of the neutron,James Chadwick,https://www.nobelprize.org/images/chadwick-12999-portrait-mini-2x.jpg
1935,Physiology or Medicine,for his discovery of the organizer effect in embryonic development,Hans Spemann,https://www.nobelprize.org/images/spemann-12997-portrait-mini-2x.jpg
1934,Chemistry,for his discovery of heavy hydrogen,Harold Clayton Urey,https://www.nobelprize.org/images/urey-12989-portrait-mini-2x.jpg
1934,Literature,for his bold and ingenious revival of dramatic and scenic art,Luigi Pirandello,https://www.nobelprize.org/images/pirandello-12990-portrait-mini-2x.jpg
1934,Peace,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34,Arthur Henderson,https://www.nobelprize.org/images/henderson-12994-portrait-mini-2x.jpg
1934,Physiology or Medicine,for their discoveries concerning liver therapy in cases of anaemia,George Hoyt Whipple,https://www.nobelprize.org/images/whipple-12993-portrait-mini-2x.jpg
1934,Physiology or Medicine,for their discoveries concerning liver therapy in cases of anaemia,George Richards Minot,https://www.nobelprize.org/images/minot-12991-portrait-mini-2x.jpg
1934,Physiology or Medicine,for their discoveries concerning liver therapy in cases of anaemia,William Parry Murphy,https://www.nobelprize.org/images/murphy-12992-portrait-mini-2x.jpg
1933,Literature,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,Ivan Alekseyevich Bunin,https://www.nobelprize.org/images/bunin-12984-portrait-mini-2x.jpg
1933,Peace,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,Sir Norman Angell (Ralph Lane),https://www.nobelprize.org/images/angell-12986-portrait-mini-2x.jpg
1933,Physics,for the discovery of new productive forms of atomic theory,Erwin Schrödinger,https://www.nobelprize.org/images/schrodinger-12988-portrait-mini-2x.jpg
1933,Physics,for the discovery of new productive forms of atomic theory,Paul Adrien Maurice Dirac,https://www.nobelprize.org/images/dirac-12987-portrait-mini-2x.jpg
1933,Physiology or Medicine,for his discoveries concerning the role played by the chromosome in heredity,Thomas Hunt Morgan,https://www.nobelprize.org/images/morgan-12985-portrait-mini-2x.jpg
1932,Chemistry,for his discoveries and investigations in surface chemistry,Irving Langmuir,https://www.nobelprize.org/images/langmuir-12979-portrait-mini-2x.jpg
1932,Literature,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,John Galsworthy,https://www.nobelprize.org/images/galsworthy-12980-portrait-mini-2x.jpg
1932,Physics,"for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen",Werner Karl Heisenberg,https://www.nobelprize.org/images/heisenberg-12983-portrait-mini-2x.jpg
1932,Physiology or Medicine,for their discoveries regarding the functions of neurons,Edgar Douglas Adrian,https://www.nobelprize.org/images/adrian-12981-portrait-mini-2x.jpg
1932,Physiology or Medicine,for their discoveries regarding the functions of neurons,Sir Charles Scott Sherrington,https://www.nobelprize.org/images/sherrington-12982-portrait-mini-2x.jpg
1931,Chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,Carl Bosch,https://www.nobelprize.org/images/bosch-12974-portrait-mini-2x.jpg
1931,Chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,Friedrich Bergius,https://www.nobelprize.org/images/bergius-12973-portrait-mini-2x.jpg
1931,Literature,The poetry of Erik Axel Karlfeldt,Erik Axel Karlfeldt,https://www.nobelprize.org/images/karlfeldt-12975-portrait-mini-2x.jpg
1931,Peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,Jane Addams,https://www.nobelprize.org/images/addams-12977-portrait-mini-2x.jpg
1931,Peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,Nicholas Murray Butler,https://www.nobelprize.org/images/butler-12978-portrait-mini-2x.jpg
1931,Physiology or Medicine,for his discovery of the nature and mode of action of the respiratory enzyme,Otto Heinrich Warburg,https://www.nobelprize.org/images/warburg-12976-portrait-mini-2x.jpg
1930,Chemistry,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,Hans Fischer,https://www.nobelprize.org/images/fischer-12968-portrait-mini-2x.jpg
1930,Literature,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",Sinclair Lewis,https://www.nobelprize.org/images/lewis-12969-portrait-mini-2x.jpg
1930,Peace,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',Lars Olof Jonathan (Nathan) Söderblom,https://www.nobelprize.org/images/soderblom-12971-portrait-mini-2x.jpg
1930,Physics,for his work on the scattering of light and for the discovery of the effect named after him,Sir Chandrasekhara Venkata Raman,https://www.nobelprize.org/images/raman-12972-portrait-mini-2x.jpg
1930,Physiology or Medicine,for his discovery of human blood groups,Karl Landsteiner,https://www.nobelprize.org/images/landsteiner-12970-portrait-mini-2x.jpg
1929,Chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,Arthur Harden,https://www.nobelprize.org/images/harden-12962-portrait-mini-2x.jpg
1929,Chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,Hans Karl August Simon von Euler-Chelpin,https://www.nobelprize.org/images/euler-chelpin-12961-portrait-mini-2x.jpg
1929,Literature,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature",Thomas Mann,https://www.nobelprize.org/images/mann-12963-portrait-mini-2x.jpg
1929,Peace,for his crucial role in bringing about the Briand-Kellogg Pact,Frank Billings Kellogg,https://www.nobelprize.org/images/kellogg-12966-portrait-mini-2x.jpg
1929,Physics,for his discovery of the wave nature of electrons,Prince Louis-Victor Pierre Raymond de Broglie,https://www.nobelprize.org/images/broglie-12967-portrait-mini-2x.jpg
1929,Physiology or Medicine,for his discovery of the antineuritic vitamin,Christiaan Eijkman,https://www.nobelprize.org/images/eijkman-12964-portrait-mini-2x.jpg
1929,Physiology or Medicine,for his discovery of the growth-stimulating vitamins,Sir Frederick Gowland Hopkins,https://www.nobelprize.org/images/hopkins-12965-portrait-mini-2x.jpg
1928,Chemistry,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,Adolf Otto Reinhold Windaus,https://www.nobelprize.org/images/windaus-12957-portrait-mini-2x.jpg
1928,Literature,principally for her powerful descriptions of Northern life during the Middle Ages,Sigrid Undset,https://www.nobelprize.org/images/undset-12958-portrait-mini-2x.jpg
1928,Physics,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,Owen Willans Richardson,https://www.nobelprize.org/images/richardson-12960-portrait-mini-2x.jpg
1928,Physiology or Medicine,for his work on typhus,Charles Jules Henri Nicolle,https://www.nobelprize.org/images/nicolle-12959-portrait-mini-2x.jpg
1927,Chemistry,for his investigations of the constitution of the bile acids and related substances,Heinrich Otto Wieland,https://www.nobelprize.org/images/wieland-12950-portrait-mini-2x.jpg
1927,Literature,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,Henri Bergson,https://www.nobelprize.org/images/bergson-12951-portrait-mini-2x.jpg
1927,Peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,Ferdinand Buisson,https://www.nobelprize.org/images/buisson-12953-portrait-mini-2x.jpg
1927,Peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,Ludwig Quidde,https://www.nobelprize.org/images/quidde-12954-portrait-mini-2x.jpg
1927,Physics,for his discovery of the effect named after him,Arthur Holly Compton,https://www.nobelprize.org/images/compton-12955-portrait-mini-2x.jpg
1927,Physics,for his method of making the paths of electrically charged particles visible by condensation of vapour,Charles Thomson Rees Wilson,https://www.nobelprize.org/images/wilson-12956-portrait-mini-2x.jpg
1927,Physiology or Medicine,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,Julius Wagner-Jauregg,https://www.nobelprize.org/images/wagner-jauregg-12952-portrait-mini-2x.jpg
1926,Chemistry,for his work on disperse systems,The (Theodor) Svedberg,https://www.nobelprize.org/images/svedberg-12944-portrait-mini-2x.jpg
1926,Literature,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,Grazia Deledda,https://www.nobelprize.org/images/deledda-12945-portrait-mini-2x.jpg
1926,Peace,for their crucial role in bringing about the Locarno Treaty,Aristide Briand,https://www.nobelprize.org/images/briand-12947-portrait-mini-2x.jpg
1926,Peace,for their crucial role in bringing about the Locarno Treaty,Gustav Stresemann,https://www.nobelprize.org/images/stresemann-12948-portrait-mini-2x.jpg
1926,Physics,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",Jean Baptiste Perrin,https://www.nobelprize.org/images/perrin-12949-portrait-mini-2x.jpg
1926,Physiology or Medicine,for his discovery of the Spiroptera carcinoma,Johannes Andreas Grib Fibiger,https://www.nobelprize.org/images/fibiger-12946-portrait-mini-2x.jpg
1925,Chemistry,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry",Richard Adolf Zsigmondy,https://www.nobelprize.org/images/zsigmondy-12938-portrait-mini-2x.jpg
1925,Literature,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",George Bernard Shaw,https://www.nobelprize.org/images/shaw-12939-portrait-mini-2x.jpg
1925,Peace,for his crucial role in bringing about the Dawes Plan,Charles Gates Dawes,https://www.nobelprize.org/images/dawes-12941-portrait-mini-2x.jpg
1925,Peace,for his crucial role in bringing about the Locarno Treaty,Sir Austen Chamberlain,https://www.nobelprize.org/images/chamberlain-12940-portrait-mini-2x.jpg
1925,Physics,for their discovery of the laws governing the impact of an electron upon an atom,Gustav Ludwig Hertz,https://www.nobelprize.org/images/hertz-12943-portrait-mini-2x.jpg
1925,Physics,for their discovery of the laws governing the impact of an electron upon an atom,James Franck,https://www.nobelprize.org/images/franck-12942-portrait-mini-2x.jpg
1924,Literature,"for his great national epic, <I>The Peasants</I>",Wladyslaw Stanislaw Reymont,https://www.nobelprize.org/images/reymont-12935-portrait-mini-2x.jpg
1924,Physics,for his discoveries and research in the field of X-ray spectroscopy,Karl Manne Georg Siegbahn,https://www.nobelprize.org/images/siegbahn-12937-portrait-mini-2x.jpg
1924,Physiology or Medicine,for his discovery of the mechanism of the electrocardiogram,Willem Einthoven,https://www.nobelprize.org/images/einthoven-12936-portrait-mini-2x.jpg
1923,Chemistry,for his invention of the method of micro-analysis of organic substances,Fritz Pregl,https://www.nobelprize.org/images/pregl-12930-portrait-mini-2x.jpg
1923,Literature,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation",William Butler Yeats,https://www.nobelprize.org/images/yeats-12931-portrait-mini-2x.jpg
1923,Physics,for his work on the elementary charge of electricity and on the photoelectric effect,Robert Andrews Millikan,https://www.nobelprize.org/images/millikan-12934-portrait-mini-2x.jpg
1923,Physiology or Medicine,for the discovery of insulin,Frederick Grant Banting,https://www.nobelprize.org/images/banting-12932-portrait-mini-2x.jpg
1923,Physiology or Medicine,for the discovery of insulin,John James Rickard Macleod,https://www.nobelprize.org/images/macleod-12933-portrait-mini-2x.jpg
1922,Chemistry,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",Francis William Aston,https://www.nobelprize.org/images/aston-12924-portrait-mini-2x.jpg
1922,Literature,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,Jacinto Benavente,https://www.nobelprize.org/images/benavente-12925-portrait-mini-2x.jpg
1922,Peace,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",Fridtjof Nansen,https://www.nobelprize.org/images/nansen-12928-portrait-mini-2x.jpg
1922,Physics,for his services in the investigation of the structure of atoms and of the radiation emanating from them,Niels Henrik David Bohr,https://www.nobelprize.org/images/bohr-12929-portrait-mini-2x.jpg
1922,Physiology or Medicine,for his discovery relating to the production of heat in the muscle,Archibald Vivian Hill,https://www.nobelprize.org/images/hill-12926-portrait-mini-2x.jpg
1922,Physiology or Medicine,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,Otto Fritz Meyerhof,https://www.nobelprize.org/images/meyerhof-12927-portrait-mini-2x.jpg
1921,Chemistry,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",Frederick Soddy,https://www.nobelprize.org/images/soddy-12919-portrait-mini-2x.jpg
1921,Literature,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament",Anatole France,https://www.nobelprize.org/images/france-12920-portrait-mini-2x.jpg
1921,Peace,for their lifelong contributions to the cause of peace and organized internationalism,Christian Lous Lange,https://www.nobelprize.org/images/lange-12922-portrait-mini-2x.jpg
1921,Peace,for their lifelong contributions to the cause of peace and organized internationalism,Karl Hjalmar Branting,https://www.nobelprize.org/images/branting-12921-portrait-mini-2x.jpg
1921,Physics,"for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect",Albert Einstein,https://www.nobelprize.org/images/einstein-12923-portrait-mini-2x.jpg
1920,Chemistry,in recognition of his work in thermochemistry,Walther Hermann Nernst,https://www.nobelprize.org/images/nernst-12914-portrait-mini-2x.jpg
1920,Literature,"for his monumental work, <I>Growth of the Soil</I>",Knut Pedersen Hamsun,https://www.nobelprize.org/images/hamsun-12915-portrait-mini-2x.jpg
1920,Peace,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,Léon Victor Auguste Bourgeois,https://www.nobelprize.org/images/bourgeois-12917-portrait-mini-2x.jpg
1920,Physics,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,Charles Edouard Guillaume,https://www.nobelprize.org/images/guillaume-12918-portrait-mini-2x.jpg
1920,Physiology or Medicine,for his discovery of the capillary motor regulating mechanism,Schack August Steenberg Krogh,https://www.nobelprize.org/images/krogh-12916-portrait-mini-2x.jpg
1919,Literature,"in special appreciation of his epic, <I>Olympian Spring</I>",Carl Friedrich Georg Spitteler,https://www.nobelprize.org/images/spitteler-12910-portrait-mini-2x.jpg
1919,Peace,for his role as founder of the League of Nations,Thomas Woodrow Wilson,https://www.nobelprize.org/images/wilson-12912-portrait-mini-2x.jpg
1919,Physics,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,Johannes Stark,https://www.nobelprize.org/images/stark-12913-portrait-mini-2x.jpg
1919,Physiology or Medicine,for his discoveries relating to immunity,Jules Bordet,https://www.nobelprize.org/images/bordet-12911-portrait-mini-2x.jpg
1918,Chemistry,for the synthesis of ammonia from its elements,Fritz Haber,https://www.nobelprize.org/images/haber-12908-portrait-mini-2x.jpg
1918,Physics,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,Max Karl Ernst Ludwig Planck,https://www.nobelprize.org/images/planck-12909-portrait-mini-2x.jpg
1917,Literature,for his authentic descriptions of present-day life in Denmark,Henrik Pontoppidan,https://www.nobelprize.org/images/pontoppidan-12905-portrait-mini-2x.jpg
1917,Literature,"for his varied and rich poetry, which is inspired by lofty ideals",Karl Adolph Gjellerup,https://www.nobelprize.org/images/gjellerup-12904-portrait-mini-2x.jpg
1917,Peace,for the efforts to take care of wounded soldiers and prisoners of war and their families,Comité international de la Croix Rouge (International Committee of the Red Cross),https://www.nobelprize.org/images/red-cross-13859-portrait-mini-2x.jpg
1917,Physics,for his discovery of the characteristic R&ouml;ntgen radiation of the elements,Charles Glover Barkla,https://www.nobelprize.org/images/barkla-12907-portrait-mini-2x.jpg
1916,Literature,in recognition of his significance as the leading representative of a new era in our literature,Carl Gustaf Verner von Heidenstam,https://www.nobelprize.org/images/heidenstam-12903-portrait-mini-2x.jpg
1915,Chemistry,"for his researches on plant pigments, especially chlorophyll",Richard Martin Willstätter,https://www.nobelprize.org/images/willstatter-12899-portrait-mini-2x.jpg
1915,Literature,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,Romain Rolland,https://www.nobelprize.org/images/rolland-12900-portrait-mini-2x.jpg
1915,Physics,for their services in the analysis of crystal structure by means of X-rays,William Lawrence Bragg,https://www.nobelprize.org/images/wl-bragg-13858-portrait-mini-2x.jpg
1915,Physics,for their services in the analysis of crystal structure by means of X-rays,Sir William Henry Bragg,https://www.nobelprize.org/images/wh-bragg-12901-portrait-mini-2x.jpg
1914,Chemistry,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,Theodore William Richards,https://www.nobelprize.org/images/richards-12896-portrait-mini-2x.jpg
1914,Physics,for his discovery of the diffraction of X-rays by crystals,Max von Laue,https://www.nobelprize.org/images/laue-12898-portrait-mini-2x.jpg
1914,Physiology or Medicine,for his work on the physiology and pathology of the vestibular apparatus,Robert Bárány,https://www.nobelprize.org/images/barany-12897-portrait-mini-2x.jpg
1913,Chemistry,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,Alfred Werner,https://www.nobelprize.org/images/werner-12891-portrait-mini-2x.jpg
1913,Literature,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West",Rabindranath Tagore,https://www.nobelprize.org/images/tagore-12892-portrait-mini-2x.jpg
1913,Peace,for his unparalleled contribution to the organization of peaceful internationalism,Henri La Fontaine,https://www.nobelprize.org/images/fontaine-12894-portrait-mini-2x.jpg
1913,Physics,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium",Heike Kamerlingh Onnes,https://www.nobelprize.org/images/onnes-12895-portrait-mini-2x.jpg
1913,Physiology or Medicine,in recognition of his work on anaphylaxis,Charles Robert Richet,https://www.nobelprize.org/images/richet-12893-portrait-mini-2x.jpg
1912,Chemistry,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years,Paul Sabatier,https://www.nobelprize.org/images/sabatier-12886-portrait-mini-2x.jpg
1912,Chemistry,"for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry",Victor Grignard,https://www.nobelprize.org/images/grignard-12885-portrait-mini-2x.jpg
1912,Literature,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",Gerhart Johann Robert Hauptmann,https://www.nobelprize.org/images/hauptmann-12887-portrait-mini-2x.jpg
1912,Peace,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries,Elihu Root,https://www.nobelprize.org/images/root-12889-portrait-mini-2x.jpg
1912,Physics,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,Nils Gustaf Dalén,https://www.nobelprize.org/images/dalen-12890-portrait-mini-2x.jpg
1912,Physiology or Medicine,in recognition of his work on vascular suture and the transplantation of blood vessels and organs,Alexis Carrel,https://www.nobelprize.org/images/carrel-12888-portrait-mini-2x.jpg
1911,Chemistry,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element","Marie Curie, née Sklodowska",https://www.nobelprize.org/images/marie-curie-12879-portrait-mini-2x.jpg
1911,Literature,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations",Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,https://www.nobelprize.org/images/maeterlinck-12880-portrait-mini-2x.jpg
1911,Peace,"for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations",Alfred Hermann Fried,https://www.nobelprize.org/images/fried-12883-portrait-mini-2x.jpg
1911,Peace,"for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations",Tobias Michael Carel Asser,https://www.nobelprize.org/images/asser-12882-portrait-mini-2x.jpg
1911,Physics,for his discoveries regarding the laws governing the radiation of heat,Wilhelm Wien,https://www.nobelprize.org/images/wien-12884-portrait-mini-2x.jpg
1911,Physiology or Medicine,for his work on the dioptrics of the eye,Allvar Gullstrand,https://www.nobelprize.org/images/gullstrand-12881-portrait-mini-2x.jpg
1910,Chemistry,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds,Otto Wallach,https://www.nobelprize.org/images/wallach-12874-portrait-mini-2x.jpg
1910,Literature,"as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories",Paul Johann Ludwig Heyse,https://www.nobelprize.org/images/heyse-12875-portrait-mini-2x.jpg
1910,Peace,"for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement",Bureau international permanent de la Paix (Permanent International Peace Bureau),https://www.nobelprize.org/images/peace-bureau-13857-portrait-mini-2x.jpg
1910,Physics,for his work on the equation of state for gases and liquids,Johannes Diderik van der Waals,https://www.nobelprize.org/images/waals-12878-portrait-mini-2x.jpg
1910,Physiology or Medicine,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances",Albrecht Kossel,https://www.nobelprize.org/images/kossel-12876-portrait-mini-2x.jpg
1909,Chemistry,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction,Wilhelm Ostwald,https://www.nobelprize.org/images/ostwald-12867-portrait-mini-2x.jpg
1909,Literature,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",Selma Ottilia Lovisa Lagerlöf,https://www.nobelprize.org/images/lagerlof-12868-portrait-mini-2x.jpg
1909,Peace,for their prominent position in the international movement for peace and arbitration,Auguste Marie François Beernaert,https://www.nobelprize.org/images/beernaert-12871-portrait-mini-2x.jpg
1909,Peace,for their prominent position in the international movement for peace and arbitration,"Paul Henri Benjamin Balluet d'Estournelles de Constant, Baron de Constant de Rebecque",https://www.nobelprize.org/images/balluet-12870-portrait-mini-2x.jpg
1909,Physics,in recognition of their contributions to the development of wireless telegraphy,Karl Ferdinand Braun,https://www.nobelprize.org/images/braun-12872-portrait-mini-2x.jpg
1909,Physics,in recognition of their contributions to the development of wireless telegraphy,Guglielmo Marconi,https://www.nobelprize.org/images/marconi-12873-portrait-mini-2x.jpg
